t_wall,t_elapsed_sec,stage,policy_class,ckpt_dir,meas_x_mm,meas_y_mm,meas_z_mm,meas_rx,meas_ry,meas_rz,meas_fx_N,meas_fy_N,meas_fz_N,cmd_x_mm,cmd_y_mm,cmd_z_mm,cmd_rx,cmd_ry,cmd_rz,cmd_fx_N,cmd_fy_N,cmd_fz_N,contact,cmd_safety_blocked
1786182530.301645,0.011050193992559798,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.7568664550781,289.0326843261719,194.2468719482422,-6.170111009851098e-05,7.534242467954755e-05,1.570683240890503,0.051009632647037506,0.01654144562780857,0.6690249443054199,312.7568664550781,289.0326843261719,194.2468719482422,-6.170111009851098e-05,7.534242467954755e-05,1.570683240890503,0.0,0.0,0.0,0,0
1786182530.3104362,0.01984164999157656,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.7472839355469,289.02520751953125,194.26895141601562,-6.823641797382152e-06,8.047668234212324e-05,1.5706712007522583,0.01677844673395157,0.0020246938802301884,0.49043574929237366,312.7472839355469,289.02520751953125,194.26895141601562,-6.823641797382152e-06,8.047668234212324e-05,1.5706712007522583,0.0,0.0,0.0,0,0
1786182530.3176064,0.027011589001631364,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.7821350097656,289.0312194824219,194.29205322265625,-2.4255201424239203e-05,-2.5438674128963612e-05,1.5706113576889038,0.015083558857440948,0.039953164756298065,0.36866897344589233,312.7475891113281,289.02520751953125,194.26919555664062,-7.57272437112988e-06,7.974991603987291e-05,1.5706698894500732,0.0,0.0,0.0,0,0
1786182530.32557,0.03497535899805371,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.7583923339844,289.0009765625,194.22607421875,-0.0001098899228964001,0.00012862784205935895,1.5706712007522583,0.07683118432760239,0.010281380265951157,0.4253503084182739,312.7485656738281,289.0252380371094,194.26995849609375,-9.809492439671885e-06,7.757978892186657e-05,1.5706655979156494,0.0,0.0,0.0,0,0
1786182530.3335671,0.042972412004019134,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.75372314453125,289.03814697265625,194.25503540039062,-3.2142517738975585e-05,7.219964754767716e-05,1.5706472396850586,-0.23933976888656616,-0.1988709717988968,0.3725786507129669,312.7501220703125,289.0252685546875,194.27122497558594,-1.3536637197830714e-05,7.396369619527832e-05,1.5706586837768555,0.0,0.0,0.0,0,0
1786182530.341584,0.05098922399338335,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.76239013671875,289.0458068847656,194.25558471679688,-3.1771236535860226e-05,7.120834197849035e-05,1.5706952810287476,0.18292810022830963,0.2778955399990082,0.7689077854156494,312.75238037109375,289.02532958984375,194.27297973632812,-1.8754604752757587e-05,6.89011940266937e-05,1.5706490278244019,0.0,0.0,0.0,0,0
1786182530.3496163,0.05902161500125658,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.7641296386719,289.0145568847656,194.27626037597656,-6.612676952499896e-05,8.725775842322037e-05,1.5706353187561035,0.27742519974708557,0.14525647461414337,0.5141956806182861,312.7552490234375,289.0254211425781,194.27525329589844,-2.5453527996432967e-05,6.240185757633299e-05,1.570636510848999,0.0,0.0,0.0,0,0
1786182530.357586,0.06699113600188866,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.77001953125,288.9806823730469,194.26100158691406,-0.00014498356904368848,0.0001850864791776985,1.5706713199615479,0.2742992639541626,0.12694399058818817,-0.3795751631259918,312.7586975097656,289.0255126953125,194.27801513671875,-3.360542905284092e-05,5.449283344205469e-05,1.5706212520599365,0.0,0.0,0.0,0,0
1786182530.3655674,0.07497278999653645,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.74200439453125,288.9889221191406,194.31578063964844,-0.0001170342875411734,0.00022428584634326398,1.5707191228866577,-0.26454776525497437,-0.904058575630188,0.3160366714000702,312.7628479003906,289.0256042480469,194.28126525878906,-4.323379471316002e-05,4.515133332461119e-05,1.5706034898757935,0.0,0.0,0.0,0,0
1786182530.3735693,0.08297451300313696,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260807_1541,312.75701904296875,288.9764709472656,194.3546600341797,-0.00011241502943448722,0.0002118774427799508,1.5706952810287476,0.11920485645532608,-0.28285911679267883,0.20088770985603333,312.767578125,289.0257263183594,194.2850341796875,-5.433431942947209e-05,3.4381540899630636e-05,1.5705827474594116,0.0,0.0,0.0,0,0
