t_wall,t_elapsed_sec,stage,policy_class,ckpt_dir,meas_x_mm,meas_y_mm,meas_z_mm,meas_rx,meas_ry,meas_rz,meas_fx_N,meas_fy_N,meas_fz_N,cmd_x_mm,cmd_y_mm,cmd_z_mm,cmd_rx,cmd_ry,cmd_rz,cmd_fx_N,cmd_fy_N,cmd_fz_N,contact,cmd_safety_blocked
1786184094.486964,0.011000262005836703,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0262451171875,294.89599609375,191.42605590820312,-0.00046792562352493405,-5.37178639206104e-05,1.570683240890503,nan,nan,nan,318.0262451171875,294.89599609375,191.42605590820312,-0.00046792562352493405,-5.37178639206104e-05,1.570683240890503,0.0,0.0,0.0,0,0
1786184094.495991,0.020027317994390614,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0433349609375,294.87518310546875,191.44407653808594,-0.0004913645097985864,-0.00010569310688879341,1.5706596374511719,0.3365197777748108,-0.30074360966682434,0.9362308979034424,318.0433349609375,294.87518310546875,191.44407653808594,-0.0004913645097985864,-0.00010569310688879341,1.5706596374511719,0.0,0.0,0.0,0,0
1786184094.5030468,0.02708294100011699,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.02069091796875,294.9068298339844,191.437255859375,-0.0004539298824965954,-9.203076479025185e-05,1.5706952810287476,0.36864838004112244,-0.36963123083114624,-0.27487727999687195,318.0436096191406,294.8751525878906,191.44435119628906,-0.0004919044440612197,-0.00010625888535287231,1.5706584453582764,0.0,0.0,0.0,0,0
1786184094.5111089,0.035145050002029166,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.02069091796875,294.9068298339844,191.437255859375,-0.0004539298824965954,-9.203076479025185e-05,1.5706952810287476,0.49061229825019836,-0.05074048414826393,0.24876607954502106,318.04443359375,294.8750305175781,191.44517517089844,-0.0004935619654133916,-0.00010799578012665734,1.5706549882888794,0.0,0.0,0.0,0,0
1786184094.5190876,0.043123709998326376,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0345764160156,294.91357421875,191.4346160888672,-0.0004527359560597688,-0.00013387884246185422,1.5706950426101685,0.5520433187484741,-0.25425630807876587,0.44502681493759155,318.04583740234375,294.8748474121094,191.446533203125,-0.0004962782259099185,-0.00011084215657319874,1.5706493854522705,0.0,0.0,0.0,0,0
1786184094.5269766,0.051012587005971,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0345764160156,294.91357421875,191.4346160888672,-0.0004527359560597688,-0.00013387884246185422,1.5706950426101685,0.3482465445995331,-0.21921704709529877,0.20376089215278625,318.0477600097656,294.87457275390625,191.4484405517578,-0.0005000628880225122,-0.00011480805551400408,1.5706413984298706,0.0,0.0,0.0,0,0
1786184094.5349772,0.059013389007304795,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0343017578125,294.9012451171875,191.45298767089844,-0.00046075633144937456,-0.00015089965017978102,1.5707191228866577,0.0852690115571022,-0.34423592686653137,-0.06270944327116013,318.0502624511719,294.874267578125,191.45089721679688,-0.0005049596657045186,-0.00011993938096566126,1.5706312656402588,0.0,0.0,0.0,0,0
1786184094.5429664,0.06700234800518956,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.0343017578125,294.9012451171875,191.45298767089844,-0.00046075633144937456,-0.00015089965017978102,1.5707191228866577,0.0852690115571022,-0.34423592686653137,-0.06270944327116013,318.05328369140625,294.8738708496094,191.45387268066406,-0.0005109243793413043,-0.0001261897705262527,1.570618748664856,0.0,0.0,0.0,0,0
1786184094.5509589,0.0749950150056975,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.06109619140625,294.9028015136719,191.4786834716797,-0.00043086439836770296,-0.0001551623863633722,1.5707191228866577,0.20932893455028534,-0.3010852336883545,0.6010787487030029,318.0568542480469,294.8733825683594,191.45742797851562,-0.000517962675075978,-0.0001335651322733611,1.5706040859222412,0.0,0.0,0.0,0,0
1786184094.5591135,0.08314964099554345,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260808_0153,318.06109619140625,294.9028015136719,191.4786834716797,-0.00043086439836770296,-0.0001551623863633722,1.5707191228866577,0.20932893455028534,-0.3010852336883545,0.6010787487030029,318.06103515625,294.87286376953125,191.46151733398438,-0.0005261300830170512,-0.00014212369569577277,1.5705870389938354,0.0,0.0,0.0,0,0
