t_wall,t_elapsed_sec,stage,policy_class,ckpt_dir,meas_x_mm,meas_y_mm,meas_z_mm,meas_rx,meas_ry,meas_rz,meas_fx_N,meas_fy_N,meas_fz_N,cmd_x_mm,cmd_y_mm,cmd_z_mm,cmd_rx,cmd_ry,cmd_rz,cmd_fx_N,cmd_fy_N,cmd_fz_N,contact,cmd_safety_blocked
1786259835.4121647,0.010941192012978718,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1371765136719,338.74713134765625,214.30145263671875,0.00019555694598238915,-0.0001174916178570129,-3.0212254524230957,0.18299974501132965,0.3687196373939514,0.021601151674985886,463.1371765136719,338.74713134765625,214.30145263671875,0.00019555694598238915,-0.0001174916178570129,-3.0212254524230957,0.0,0.0,0.0,0,0
1786259835.4209497,0.019726419006474316,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.130859375,338.7333679199219,214.27130126953125,8.576054824516177e-05,-0.0001896601461339742,-3.02123761177063,0.25566110014915466,0.2898882329463959,0.14192605018615723,463.130859375,338.7333679199219,214.27130126953125,8.576054824516177e-05,-0.0001896601461339742,-3.02123761177063,0.0,0.0,0.0,0,0
1786259835.428135,0.026911599008599296,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1402893066406,338.7321472167969,214.29873657226562,0.00017363739607390016,-0.00017096944793593138,-3.0212013721466064,0.3094698190689087,0.2886187434196472,0.763105034828186,463.130859375,338.7333679199219,214.2712860107422,8.57537888805382e-05,-0.0001896508620120585,-3.0212366580963135,0.0,0.0,0.0,0,0
1786259835.4361975,0.03497435001190752,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1561584472656,338.7748107910156,214.33047485351562,0.00020185318135190755,-2.6829582566278987e-05,-3.021188974380493,0.03228311985731125,0.7601193785667419,0.1389210820198059,463.130859375,338.7333679199219,214.2713165283203,8.573345257900655e-05,-0.0001896229514386505,-3.0212340354919434,0.0,0.0,0.0,0,0
1786259835.44417,0.04294661799212918,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1418151855469,338.72869873046875,214.28536987304688,0.0001221521379193291,-0.00017525989096611738,-3.021249532699585,-0.04582781344652176,0.4694732427597046,0.011145073920488358,463.1308898925781,338.73333740234375,214.2713165283203,8.569964847993106e-05,-0.00018957655993290246,-3.0212292671203613,0.0,0.0,0.0,0,0
1786259835.4532738,0.05205036100232974,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1454162597656,338.7552185058594,214.32437133789062,0.00020537547243293375,-7.837382145226002e-05,-3.021165132522583,0.4424898624420166,0.5323693156242371,0.05442851781845093,463.1309509277344,338.7333068847656,214.27134704589844,8.564460586057976e-05,-0.000189501020940952,-3.021221876144409,0.0,0.0,0.0,0,0
1786259835.4601827,0.05895927600795403,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.13330078125,338.7229309082031,214.29592895507812,0.00016235555813182145,-0.00018410597112961113,-3.021225690841675,-0.03373933956027031,0.19473828375339508,-0.6188508868217468,463.1309814453125,338.7332763671875,214.2713623046875,8.559154230169952e-05,-0.00018942818860523403,-3.021214723587036,0.0,0.0,0.0,0,0
1786259835.468153,0.0669296809937805,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.15313720703125,338.765380859375,214.33294677734375,0.00018187078239861876,-0.00010573855979600921,-3.021225690841675,-1.1677184104919434,-0.6908953785896301,0.440726101398468,463.131103515625,338.7332458496094,214.27139282226562,8.551742939744145e-05,-0.00018932647071778774,-3.021204710006714,0.0,0.0,0.0,0,0
1786259835.4761522,0.07492872100556269,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.1734313964844,338.7676696777344,214.3008270263672,0.00011679111776174977,-0.00026483231340534985,-3.0212137699127197,-0.5600441694259644,-1.1298952102661133,0.8220584988594055,463.13116455078125,338.73321533203125,214.2714385986328,8.542960858903825e-05,-0.0001892059517558664,-3.021192789077759,0.0,0.0,0.0,0,0
1786259835.4841156,0.08289225300541148,APPROACH,BSPLINE,/home/eunseop/nrs_imitation/checkpoints/bspline/polishing/single_cam/20260809_0710,463.2423095703125,338.8446960449219,214.3538818359375,0.00024511144147254527,-8.777113544056192e-05,-3.0212252140045166,2.2037081718444824,2.2063801288604736,-1.578513741493225,463.13128662109375,338.7331848144531,214.271484375,8.532861102139577e-05,-0.00018906731565948576,-3.021179437637329,0.0,0.0,0.0,0,0
