t_wall,t_elapsed_sec,stage,policy_class,ckpt_dir,meas_x_mm,meas_y_mm,meas_z_mm,meas_rx,meas_ry,meas_rz,meas_fx_N,meas_fy_N,meas_fz_N,cmd_x_mm,cmd_y_mm,cmd_z_mm,cmd_rx,cmd_ry,cmd_rz,cmd_fx_N,cmd_fy_N,cmd_fz_N,contact,cmd_safety_blocked
1786257797.0695076,0.011192937003215775,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.68304443359375,359.1710205078125,210.5728759765625,-0.00026518458616919816,0.00015633452858310193,2.9355852603912354,0.2722046375274658,0.09673165529966354,0.04123242571949959,454.68304443359375,359.1710205078125,210.5728759765625,-0.00026518458616919816,0.00015633452858310193,2.9355852603912354,0.0,0.0,0.0,0,0
1786257797.078801,0.020486180001171306,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.6684875488281,359.1876525878906,210.600830078125,-0.0002533727965783328,6.896878767292947e-05,2.935633420944214,0.26992717385292053,0.07217012345790863,0.004115426447242498,454.6684875488281,359.1876525878906,210.600830078125,-0.0002533727965783328,6.896878767292947e-05,2.935633420944214,0.0,0.0,0.0,0,0
1786257797.0855577,0.027243195014307275,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.6780700683594,359.18963623046875,210.5890350341797,-0.00023612569202668965,9.963334741769359e-05,2.9356095790863037,0.5350492000579834,0.4635345935821533,0.12301088869571686,454.6688537597656,359.1873474121094,210.60098266601562,-0.00025370207731612027,6.942230538697913e-05,2.9356324672698975,0.0,0.0,0.0,0,0
1786257797.0936143,0.03529985999921337,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.63916015625,359.1864013671875,210.56072998046875,-0.00014495164214167744,0.00018963331240229309,2.9356813430786133,0.25502705574035645,0.23613999783992767,0.19897015392780304,454.66998291015625,359.18634033203125,210.6014862060547,-0.0002546951873227954,7.079010538291186e-05,2.9356300830841064,0.0,0.0,0.0,0,0
1786257797.1015031,0.04318865199456923,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.68646240234375,359.1728820800781,210.6009063720703,-0.00027556688291952014,0.00010164366540266201,2.935657262802124,0.3791368901729584,0.27601388096809387,-0.1387023627758026,454.6718444824219,359.1847839355469,210.602294921875,-0.00025632596225477755,7.303612073883414e-05,2.9356255531311035,0.0,0.0,0.0,0,0
1786257797.1094716,0.05115670699160546,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.6500244140625,359.17303466796875,210.5602569580078,-0.0001837018644437194,0.00019285947200842202,2.935669422149658,0.5605623722076416,-0.2469107061624527,-0.2730741500854492,454.6744689941406,359.18255615234375,210.60342407226562,-0.00025861943140625954,7.619489042554051e-05,2.935619592666626,0.0,0.0,0.0,0,0
1786257797.117536,0.05922155699227005,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.6541442871094,359.1763000488281,210.54095458984375,-0.00021380010002758354,0.0002477253437973559,2.9356932640075684,0.44158855080604553,0.3075340688228607,-0.4092021882534027,454.6778564453125,359.1797180175781,210.60487365722656,-0.0002615721896290779,8.026164869079366e-05,2.9356119632720947,0.0,0.0,0.0,0,0
1786257797.125515,0.06720030200085603,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.671630859375,359.16900634765625,210.59017944335938,-0.00020128760661464185,0.00016158263315446675,2.935633420944214,0.00826061051338911,-0.04742314666509628,-0.4267718195915222,454.68194580078125,359.1762390136719,210.60665893554688,-0.0002651643881108612,8.52090961416252e-05,2.9356026649475098,0.0,0.0,0.0,0,0
1786257797.1335537,0.07523922299151309,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.72076416015625,359.2214050292969,210.5994110107422,-0.0002583201858215034,0.00013230850163381547,2.935657262802124,-0.9807450175285339,-0.42789360880851746,0.2743125557899475,454.6867980957031,359.172119140625,210.60874938964844,-0.00026941383839584887,9.106178185902536e-05,2.935591459274292,0.0,0.0,0.0,0,0
1786257797.141499,0.08318438401329331,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,454.7437744140625,359.2480163574219,210.6216583251953,-0.0002537120890337974,6.835886597400531e-05,2.9355735778808594,0.8424620628356934,0.2867657244205475,0.6245925426483154,454.69232177734375,359.1673889160156,210.61114501953125,-0.0002742884971667081,9.777556988410652e-05,2.9355785846710205,0.0,0.0,0.0,0,0
