t_wall,t_elapsed_sec,stage,policy_class,ckpt_dir,meas_x_mm,meas_y_mm,meas_z_mm,meas_rx,meas_ry,meas_rz,meas_fx_N,meas_fy_N,meas_fz_N,cmd_x_mm,cmd_y_mm,cmd_z_mm,cmd_rx,cmd_ry,cmd_rz,cmd_fx_N,cmd_fy_N,cmd_fz_N,contact,cmd_safety_blocked
1786254739.7287457,0.011078732990426943,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4216613769531,338.044921875,200.82244873046875,8.299746696138754e-06,0.00013010931434109807,2.900402784347534,0.1678052395582199,0.026377445086836815,0.08751028031110764,465.4216613769531,338.044921875,200.82244873046875,8.299746696138754e-06,0.00013010931434109807,2.900402784347534,0.0,0.0,0.0,0,0
1786254739.7378385,0.0201716729789041,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4244079589844,338.06744384765625,200.81980895996094,1.479890397604322e-05,0.00010686103632906452,2.9003665447235107,0.04487258940935135,-0.036935463547706604,0.3288486897945404,465.4244079589844,338.06744384765625,200.81980895996094,1.479890397604322e-05,0.00010686103632906452,2.9003665447235107,0.0,0.0,0.0,0,0
1786254739.7447155,0.027048499992815778,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4103088378906,338.05718994140625,200.81588745117188,4.729284773929976e-05,0.00012732027971651405,2.900390386581421,-0.027464572340250015,0.1956491768360138,0.08568777143955231,465.4250793457031,338.0674133300781,200.82054138183594,1.4664108675788157e-05,0.00010673906217562035,2.9003655910491943,0.0,0.0,0.0,0,0
1786254739.7527428,0.03507571999216452,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4494934082031,338.0404968261719,200.7945556640625,-1.5342819096986204e-05,0.00012464715109672397,2.9003424644470215,0.05257434770464897,0.08289062231779099,0.2643687129020691,465.4271240234375,338.0673828125,200.82269287109375,1.4258542250900064e-05,0.00010637205559760332,2.900362968444824,0.0,0.0,0.0,0,0
1786254739.7607095,0.04304272498120554,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.40960693359375,338.0534973144531,200.80970764160156,3.645109245553613e-05,7.467594696208835e-05,2.9003665447235107,0.42046982049942017,-0.12647077441215515,-0.1484111100435257,465.43048095703125,338.0673522949219,200.8262939453125,1.3583787222160026e-05,0.00010576146451057866,2.9003584384918213,0.0,0.0,0.0,0,0
1786254739.7687783,0.05111143400426954,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4269104003906,338.078857421875,200.83615112304688,3.0461987989838235e-06,5.2329178288346156e-05,2.9003665447235107,0.09928245842456818,0.0703597441315651,-0.09120606631040573,465.4352111816406,338.0672607421875,200.8313446044922,1.2637395229830872e-05,0.00010490506247151643,2.9003524780273438,0.0,0.0,0.0,0,0
1786254739.77671,0.059043040993856266,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4190673828125,338.0198059082031,200.7844696044922,5.3250230848789215e-05,0.00020629542996175587,2.9003186225891113,-0.25125986337661743,-0.019679637625813484,-0.47298938035964966,465.4412536621094,338.0671691894531,200.83778381347656,1.1428636753407773e-05,0.00010381123865954578,2.9003446102142334,0.0,0.0,0.0,0,0
1786254739.7847447,0.06707769498461857,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.4202880859375,338.0402526855469,200.8168182373047,7.509235729230568e-05,7.128473953343928e-05,2.9003067016601562,-0.1389574110507965,-0.018683074042201042,0.03828096389770508,465.4486389160156,338.0670471191406,200.84568786621094,9.946157661033794e-06,0.00010246971942251548,2.9003350734710693,0.0,0.0,0.0,0,0
1786254739.7927275,0.07506049997755326,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.44110107421875,338.0322265625,200.8120574951172,3.844769889838062e-05,0.00011231859389226884,2.9003303050994873,0.020406115800142288,0.06583644449710846,-0.002689259359613061,465.45733642578125,338.06689453125,200.85498046875,8.203662218875252e-06,0.00010089291026815772,2.9003236293792725,0.0,0.0,0.0,0,0
1786254739.8007123,0.08304538897937164,APPROACH,FLOW,/home/eunseop/nrs_imitation/checkpoints/flow/polishing/single_cam/20260809_0014,465.42071533203125,338.0408935546875,200.8153839111328,2.4001506972126663e-05,0.00012245745165273547,2.9003186225891113,0.020406115800142288,0.06583644449710846,-0.002689259359613061,465.46734619140625,338.0667419433594,200.86569213867188,6.194295565364882e-06,9.907461208058521e-05,2.9003102779388428,0.0,0.0,0.0,0,0
